1534753214.175831 server started (53732): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1534753214.175884 on Darwin 17.7.0 Darwin Kernel Version 17.7.0: Fri Jul  6 19:54:51 PDT 2018; root:xnu-4570.71.3~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1534753214.177529 add peer 0x7f8a6b810a00: 8 (0x7f8a6b810000)
1534753214.177566 new client 0x7f8a6b810000
1534753214.177642 loading /usr/local/etc/tmux.conf
1534753214.177662 loading /Users/boomfaya/.tmux.conf
1534753214.177679 server loop enter
1534753214.177746 peer 0x7f8a6b810a00 message 100
1534753214.177759 client 0x7f8a6b810000 IDENTIFY_FLAGS 0x10000
1534753214.177775 peer 0x7f8a6b810a00 message 101
1534753214.177791 client 0x7f8a6b810000 IDENTIFY_TERM xterm-256color
1534753214.177802 peer 0x7f8a6b810a00 message 102
1534753214.177811 client 0x7f8a6b810000 IDENTIFY_TTYNAME /dev/ttys000
1534753214.177821 peer 0x7f8a6b810a00 message 108
1534753214.177838 client 0x7f8a6b810000 IDENTIFY_CWD /Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.177850 peer 0x7f8a6b810a00 message 104
1534753214.177860 client 0x7f8a6b810000 IDENTIFY_STDIN 6
1534753214.177869 peer 0x7f8a6b810a00 message 107
1534753214.177877 client 0x7f8a6b810000 IDENTIFY_CLIENTPID 53730
1534753214.177885 peer 0x7f8a6b810a00 message 105
1534753214.177899 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM=Apple_Terminal
1534753214.177908 peer 0x7f8a6b810a00 message 105
1534753214.177917 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHELL=/bin/bash
1534753214.177925 peer 0x7f8a6b810a00 message 105
1534753214.177935 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM=xterm-256color
1534753214.177943 peer 0x7f8a6b810a00 message 105
1534753214.177956 client 0x7f8a6b810000 IDENTIFY_ENVIRON TMPDIR=/var/folders/bd/s4sljn7971v1crx8w_ng5dw80000gn/T/
1534753214.177966 peer 0x7f8a6b810a00 message 105
1534753214.177976 client 0x7f8a6b810000 IDENTIFY_ENVIRON Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.KwcQto41IO/Render
1534753214.177984 peer 0x7f8a6b810a00 message 105
1534753214.177994 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=404
1534753214.178002 peer 0x7f8a6b810a00 message 105
1534753214.178012 client 0x7f8a6b810000 IDENTIFY_ENVIRON OLDPWD=/Users/boomfaya/go/src/github.com/hello-operator
1534753214.178020 peer 0x7f8a6b810a00 message 105
1534753214.178029 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_SESSION_ID=61C5D989-F254-48DA-9F65-A63D33E0629A
1534753214.178038 peer 0x7f8a6b810a00 message 105
1534753214.178047 client 0x7f8a6b810000 IDENTIFY_ENVIRON USER=boomfaya
1534753214.178055 peer 0x7f8a6b810a00 message 105
1534753214.178064 client 0x7f8a6b810000 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.xCPHqxhbIF/Listeners
1534753214.178073 peer 0x7f8a6b810a00 message 105
1534753214.178084 client 0x7f8a6b810000 IDENTIFY_ENVIRON PATH=/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/go/bin:/Users/boomfaya/go/bin:/usr/local/opt/go/libexec/bin
1534753214.178093 peer 0x7f8a6b810a00 message 105
1534753214.178103 client 0x7f8a6b810000 IDENTIFY_ENVIRON PWD=/Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.178111 peer 0x7f8a6b810a00 message 105
1534753214.178120 client 0x7f8a6b810000 IDENTIFY_ENVIRON LANG=fr_FR.UTF-8
1534753214.178129 peer 0x7f8a6b810a00 message 105
1534753214.178138 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1534753214.178146 peer 0x7f8a6b810a00 message 105
1534753214.178155 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1534753214.178164 peer 0x7f8a6b810a00 message 105
1534753214.178173 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHLVL=1
1534753214.178181 peer 0x7f8a6b810a00 message 105
1534753214.178190 client 0x7f8a6b810000 IDENTIFY_ENVIRON HOME=/Users/boomfaya
1534753214.178199 peer 0x7f8a6b810a00 message 105
1534753214.178207 client 0x7f8a6b810000 IDENTIFY_ENVIRON LOGNAME=boomfaya
1534753214.178215 peer 0x7f8a6b810a00 message 105
1534753214.178224 client 0x7f8a6b810000 IDENTIFY_ENVIRON GOPATH=/Users/boomfaya/go
1534753214.178233 peer 0x7f8a6b810a00 message 105
1534753214.178243 client 0x7f8a6b810000 IDENTIFY_ENVIRON _=/usr/local/bin/tmux
1534753214.178271 peer 0x7f8a6b810a00 message 106
1534753214.178280 client 0x7f8a6b810000 name is /dev/ttys000
1534753214.178312 tty_resize: /dev/ttys000 now 241x53
1534753214.178324 peer 0x7f8a6b810a00 message 200
1534753214.178342 cmdq_next <global>: enter
1534753214.178355 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.185686 xterm-256color 184: ri: (string) \\033M
1534753214.185693 xterm-256color 185: rmacs: (string) \\033(B
1534753214.185701 xterm-256color 186: rmcup: (string) \\033[?1049l
1534753214.185711 xterm-256color 187: rmkx: (string) \\033[?1l\\033>
1534753214.185719 xterm-256color 188: Se: (string) \\033[2 q
1534753214.185727 xterm-256color 189: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1534753214.185736 xterm-256color 190: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1534753214.185743 xterm-256color 191: setrgbb: [missing]
1534753214.185751 xterm-256color 192: setrgbf: [missing]
1534753214.185758 xterm-256color 193: sgr0: (string) \\033(B\\033[m
1534753214.185766 xterm-256color 194: sitm: [missing]
1534753214.185773 xterm-256color 195: smacs: (string) \\033(0
1534753214.185780 xterm-256color 196: smcup: (string) \\033[?1049h
1534753214.185788 xterm-256color 197: smkx: (string) \\033[?1h\\033=
1534753214.185795 xterm-256color 198: smso: (string) \\033[7m
1534753214.185802 xterm-256color 199: smul: (string) \\033[4m
1534753214.185809 xterm-256color 200: smxx: [missing]
1534753214.185817 xterm-256color 201: Ss: (string) \\033[%p1%d q
1534753214.185824 xterm-256color 202: Tc: [missing]
1534753214.185831 xterm-256color 203: tsl: (string) \\033]0;
1534753214.185838 xterm-256color 204: U8: [missing]
1534753214.185845 xterm-256color 205: vpa: (string) \\033[%i%p1%dd
1534753214.185852 xterm-256color 206: xenl: (flag) true
1534753214.185860 xterm-256color 207: XT: (flag) true
1534753214.185931 /dev/ttys000: \033[?1049h
1534753214.185968 /dev/ttys000: \033[?1h\033=
1534753214.185981 /dev/ttys000: \033[H\033[2J
1534753214.185989 /dev/ttys000: using UTF-8 for ACS
1534753214.185997 /dev/ttys000: \033[?12l\033[?25h
1534753214.186005 /dev/ttys000: \033[?1000l\033[?1002l\033[?1006l\033[?1005l
1534753214.186013 /dev/ttys000: \033[c
1534753214.186021 /dev/ttys000: \033(B\033[m
1534753214.186028 /dev/ttys000: \033[?12;25h
1534753214.186036 /dev/ttys000: \033[?12l\033[?25h
1534753214.186043 /dev/ttys000: \033[?1003l
1534753214.186050 /dev/ttys000: \033[?1006l
1534753214.186057 /dev/ttys000: \033[?2004l
1534753214.186069 /dev/ttys000: \033[1;1H
1534753214.186081 /dev/ttys000: \033[1;53r
1534753214.186089 /dev/ttys000: \033]112\a
1534753214.186104 new key \033Oo: 0x1000005d (KP/)
1534753214.186113 new key \033Oj: 0x1000005e (KP*)
1534753214.186121 new key \033Om: 0x1000005f (KP-)
1534753214.186128 new key \033Ow: 0x10000060 (KP7)
1534753214.186135 new key \033Ox: 0x10000061 (KP8)
1534753214.186142 new key \033Oy: 0x10000062 (KP9)
1534753214.186149 new key \033Ok: 0x10000063 (KP+)
1534753214.186156 new key \033Ot: 0x10000064 (KP4)
1534753214.186164 new key \033Ou: 0x10000065 (KP5)
1534753214.186171 new key \033Ov: 0x10000066 (KP6)
1534753214.186178 new key \033Oq: 0x10000067 (KP1)
1534753214.186185 new key \033Or: 0x10000068 (KP2)
1534753214.186192 new key \033Os: 0x10000069 (KP3)
1534753214.186199 new key \033OM: 0x1000006a (KPEnter)
1534753214.186207 new key \033Op: 0x1000006b (KP0)
1534753214.186214 new key \033On: 0x1000006c (KP.)
1534753214.186221 new key \033OA: 0x10000059 (Up)
1534753214.186228 new key \033OB: 0x1000005a (Down)
1534753214.186236 new key \033OC: 0x1000005c (Right)
1534753214.186243 new key \033OD: 0x1000005b (Left)
1534753214.186250 new key \033[A: 0x10000059 (Up)
1534753214.186258 new key \033[B: 0x1000005a (Down)
1534753214.186265 new key \033[C: 0x1000005c (Right)
1534753214.186272 new key \033[D: 0x1000005b (Left)
1534753214.186279 new key \033OH: 0x10000054 (Home)
1534753214.186286 new key \033OF: 0x10000055 (End)
1534753214.186294 new key \033[H: 0x10000054 (Home)
1534753214.186301 new key \033[F: 0x10000055 (End)
1534753214.186308 new key \033Oa: 0x400010000059 (C-Up)
1534753214.186315 new key \033Ob: 0x40001000005a (C-Down)
1534753214.186323 new key \033Oc: 0x40001000005c (C-Right)
1534753214.186330 new key \033Od: 0x40001000005b (C-Left)
1534753214.186337 new key \033[a: 0x800010000059 (S-Up)
1534753214.186344 new key \033[b: 0x80001000005a (S-Down)
1534753214.186352 new key \033[c: 0x80001000005c (S-Right)
1534753214.186359 new key \033[d: 0x80001000005b (S-Left)
1534753214.186366 new key \033[11^: 0x400010000046 (C-F1)
1534753214.186374 new key \033[12^: 0x400010000047 (C-F2)
1534753214.186381 new key \033[13^: 0x400010000048 (C-F3)
1534753214.186388 new key \033[14^: 0x400010000049 (C-F4)
1534753214.186396 new key \033[15^: 0x40001000004a (C-F5)
1534753214.186403 new key \033[17^: 0x40001000004b (C-F6)
1534753214.186410 new key \033[18^: 0x40001000004c (C-F7)
1534753214.186417 new key \033[19^: 0x40001000004d (C-F8)
1534753214.186425 new key \033[20^: 0x40001000004e (C-F9)
1534753214.186432 new key \033[21^: 0x40001000004f (C-F10)
1534753214.186440 new key \033[23^: 0x400010000050 (C-F11)
1534753214.186447 new key \033[24^: 0x400010000051 (C-F12)
1534753214.186454 new key \033[2^: 0x400010000052 (C-IC)
1534753214.186462 new key \033[3^: 0x400010000053 (C-DC)
1534753214.186475 new key \033[7^: 0x400010000054 (C-Home)
1534753214.186483 new key \033[8^: 0x400010000055 (C-End)
1534753214.186491 new key \033[6^: 0x400010000056 (C-NPage)
1534753214.186500 new key \033[5^: 0x400010000057 (C-PPage)
1534753214.186508 new key \033[11$: 0x800010000046 (S-F1)
1534753214.186516 new key \033[12$: 0x800010000047 (S-F2)
1534753214.186524 new key \033[13$: 0x800010000048 (S-F3)
1534753214.186533 new key \033[14$: 0x800010000049 (S-F4)
1534753214.186542 new key \033[15$: 0x80001000004a (S-F5)
1534753214.186550 new key \033[17$: 0x80001000004b (S-F6)
1534753214.186559 new key \033[18$: 0x80001000004c (S-F7)
1534753214.186566 new key \033[19$: 0x80001000004d (S-F8)
1534753214.186591 new key \033[20$: 0x80001000004e (S-F9)
1534753214.186600 new key \033[21$: 0x80001000004f (S-F10)
1534753214.186607 new key \033[23$: 0x800010000050 (S-F11)
1534753214.186615 new key \033[24$: 0x800010000051 (S-F12)
1534753214.186623 new key \033[2$: 0x800010000052 (S-IC)
1534753214.186630 new key \033[3$: 0x800010000053 (S-DC)
1534753214.186638 new key \033[7$: 0x800010000054 (S-Home)
1534753214.186645 new key \033[8$: 0x800010000055 (S-End)
1534753214.186652 new key \033[6$: 0x800010000056 (S-NPage)
1534753214.186660 new key \033[5$: 0x800010000057 (S-PPage)
1534753214.186668 new key \033[11@: 0xc00010000046 (C-S-F1)
1534753214.186675 new key \033[12@: 0xc00010000047 (C-S-F2)
1534753214.186683 new key \033[13@: 0xc00010000048 (C-S-F3)
1534753214.186690 new key \033[14@: 0xc00010000049 (C-S-F4)
1534753214.186697 new key \033[15@: 0xc0001000004a (C-S-F5)
1534753214.186705 new key \033[17@: 0xc0001000004b (C-S-F6)
1534753214.186712 new key \033[18@: 0xc0001000004c (C-S-F7)
1534753214.186720 new key \033[19@: 0xc0001000004d (C-S-F8)
1534753214.186727 new key \033[20@: 0xc0001000004e (C-S-F9)
1534753214.186734 new key \033[21@: 0xc0001000004f (C-S-F10)
1534753214.186742 new key \033[23@: 0xc00010000050 (C-S-F11)
1534753214.186749 new key \033[24@: 0xc00010000051 (C-S-F12)
1534753214.186757 new key \033[2@: 0xc00010000052 (C-S-IC)
1534753214.186764 new key \033[3@: 0xc00010000053 (C-S-DC)
1534753214.186771 new key \033[7@: 0xc00010000054 (C-S-Home)
1534753214.186779 new key \033[8@: 0xc00010000055 (C-S-End)
1534753214.186786 new key \033[6@: 0xc00010000056 (C-S-NPage)
1534753214.186793 new key \033[5@: 0xc00010000057 (C-S-PPage)
1534753214.186801 new key \033[I: 0x10000000 (FocusIn)
1534753214.186808 new key \033[O: 0x10000001 (FocusOut)
1534753214.186816 new key \033[200~: 0x10000002 (PasteStart)
1534753214.186823 new key \033[201~: 0x10000003 (PasteEnd)
1534753214.186831 new key \033OP: 0x10000046 (F1)
1534753214.186839 new key \033OQ: 0x10000047 (F2)
1534753214.186846 new key \033OR: 0x10000048 (F3)
1534753214.186854 new key \033OS: 0x10000049 (F4)
1534753214.186862 new key \033[15~: 0x1000004a (F5)
1534753214.186869 new key \033[17~: 0x1000004b (F6)
1534753214.186876 new key \033[18~: 0x1000004c (F7)
1534753214.186884 new key \033[19~: 0x1000004d (F8)
1534753214.186891 new key \033[20~: 0x1000004e (F9)
1534753214.186898 new key \033[21~: 0x1000004f (F10)
1534753214.186905 new key \033[23~: 0x10000050 (F11)
1534753214.186913 new key \033[24~: 0x10000051 (F12)
1534753214.186920 new key \033[1;2P: 0x800010000046 (S-F1)
1534753214.186928 new key \033[1;2Q: 0x800010000047 (S-F2)
1534753214.186935 new key \033[1;2R: 0x800010000048 (S-F3)
1534753214.186943 new key \033[1;2S: 0x800010000049 (S-F4)
1534753214.186950 new key \033[15;2~: 0x80001000004a (S-F5)
1534753214.186958 new key \033[17;2~: 0x80001000004b (S-F6)
1534753214.186966 new key \033[18;2~: 0x80001000004c (S-F7)
1534753214.186973 new key \033[19;2~: 0x80001000004d (S-F8)
1534753214.186981 new key \033[20;2~: 0x80001000004e (S-F9)
1534753214.186989 new key \033[21;2~: 0x80001000004f (S-F10)
1534753214.187001 new key \033[23;2~: 0x800010000050 (S-F11)
1534753214.187010 new key \033[24;2~: 0x800010000051 (S-F12)
1534753214.187018 new key \033[1;5P: 0x400010000046 (C-F1)
1534753214.187026 new key \033[1;5Q: 0x400010000047 (C-F2)
1534753214.187033 new key \033[1;5R: 0x400010000048 (C-F3)
1534753214.187040 new key \033[1;5S: 0x400010000049 (C-F4)
1534753214.187048 new key \033[15;5~: 0x40001000004a (C-F5)
1534753214.187055 new key \033[17;5~: 0x40001000004b (C-F6)
1534753214.187063 new key \033[18;5~: 0x40001000004c (C-F7)
1534753214.187071 new key \033[19;5~: 0x40001000004d (C-F8)
1534753214.187078 new key \033[20;5~: 0x40001000004e (C-F9)
1534753214.187086 new key \033[21;5~: 0x40001000004f (C-F10)
1534753214.187093 new key \033[23;5~: 0x400010000050 (C-F11)
1534753214.187101 new key \033[24;5~: 0x400010000051 (C-F12)
1534753214.187109 new key \033[1;6P: 0xc00010000046 (C-S-F1)
1534753214.187116 new key \033[1;6Q: 0xc00010000047 (C-S-F2)
1534753214.187138 new key \033[1;6R: 0xc00010000048 (C-S-F3)
1534753214.187146 new key \033[1;6S: 0xc00010000049 (C-S-F4)
1534753214.187154 new key \033[15;6~: 0xc0001000004a (C-S-F5)
1534753214.187162 new key \033[17;6~: 0xc0001000004b (C-S-F6)
1534753214.187170 new key \033[18;6~: 0xc0001000004c (C-S-F7)
1534753214.187178 new key \033[19;6~: 0xc0001000004d (C-S-F8)
1534753214.187185 new key \033[20;6~: 0xc0001000004e (C-S-F9)
1534753214.187193 new key \033[21;6~: 0xc0001000004f (C-S-F10)
1534753214.187201 new key \033[23;6~: 0xc00010000050 (C-S-F11)
1534753214.187209 new key \033[24;6~: 0xc00010000051 (C-S-F12)
1534753214.187216 new key \033[1;3P: 0x200010000046 (M-F1)
1534753214.187224 new key \033[1;3Q: 0x200010000047 (M-F2)
1534753214.187232 new key \033[1;3R: 0x200010000048 (M-F3)
1534753214.187239 new key \033[1;3S: 0x200010000049 (M-F4)
1534753214.187247 new key \033[15;3~: 0x20001000004a (M-F5)
1534753214.187254 new key \033[17;3~: 0x20001000004b (M-F6)
1534753214.187262 new key \033[18;3~: 0x20001000004c (M-F7)
1534753214.187269 new key \033[19;3~: 0x20001000004d (M-F8)
1534753214.187277 new key \033[20;3~: 0x20001000004e (M-F9)
1534753214.187284 new key \033[21;3~: 0x20001000004f (M-F10)
1534753214.187292 new key \033[23;3~: 0x200010000050 (M-F11)
1534753214.187300 new key \033[24;3~: 0x200010000051 (M-F12)
1534753214.187308 new key \033[1;4P: 0xa00010000046 (M-S-F1)
1534753214.187315 new key \033[1;4Q: 0xa00010000047 (M-S-F2)
1534753214.187323 new key \033[1;4R: 0xa00010000048 (M-S-F3)
1534753214.187331 new key \033[2~: 0x10000052 (IC)
1534753214.187339 new key \033[3~: 0x10000053 (DC)
1534753214.187347 replacing key \033OH: 0x10000054 (Home)
1534753214.187355 replacing key \033OF: 0x10000055 (End)
1534753214.187363 new key \033[6~: 0x10000056 (NPage)
1534753214.187371 new key \033[5~: 0x10000057 (PPage)
1534753214.187378 new key \033[Z: 0x10000058 (BTab)
1534753214.187386 replacing key \033OA: 0x10000059 (Up)
1534753214.187393 replacing key \033OB: 0x1000005a (Down)
1534753214.187401 replacing key \033OD: 0x1000005b (Left)
1534753214.187408 replacing key \033OC: 0x1000005c (Right)
1534753214.187416 new key \033[3;2~: 0x1800010000053 (S-DC)
1534753214.187424 new key \033[3;3~: 0x1200010000053 (M-DC)
1534753214.187433 new key \033[3;4~: 0x1a00010000053 (M-S-DC)
1534753214.187445 new key \033[3;5~: 0x1400010000053 (C-DC)
1534753214.187453 new key \033[3;6~: 0x1c00010000053 (C-S-DC)
1534753214.187462 new key \033[3;7~: 0x1600010000053 (C-M-DC)
1534753214.187471 new key \033[1;2B: 0x180001000005a (S-Down)
1534753214.187479 replacing key \033[1;2B: 0x180001000005a (S-Down)
1534753214.187501 new key \033[1;3B: 0x120001000005a (M-Down)
1534753214.187510 new key \033[1;4B: 0x1a0001000005a (M-S-Down)
1534753214.187518 new key \033[1;5B: 0x140001000005a (C-Down)
1534753214.187527 new key \033[1;6B: 0x1c0001000005a (C-S-Down)
1534753214.187535 new key \033[1;7B: 0x160001000005a (C-M-Down)
1534753214.187543 new key \033[1;2F: 0x1800010000055 (S-End)
1534753214.187551 new key \033[1;3F: 0x1200010000055 (M-End)
1534753214.187560 new key \033[1;4F: 0x1a00010000055 (M-S-End)
1534753214.187568 new key \033[1;5F: 0x1400010000055 (C-End)
1534753214.187576 new key \033[1;6F: 0x1c00010000055 (C-S-End)
1534753214.187584 new key \033[1;7F: 0x1600010000055 (C-M-End)
1534753214.187592 new key \033[1;2H: 0x1800010000054 (S-Home)
1534753214.187600 new key \033[1;3H: 0x1200010000054 (M-Home)
1534753214.187608 new key \033[1;4H: 0x1a00010000054 (M-S-Home)
1534753214.187615 new key \033[1;5H: 0x1400010000054 (C-Home)
1534753214.187623 new key \033[1;6H: 0x1c00010000054 (C-S-Home)
1534753214.187631 new key \033[1;7H: 0x1600010000054 (C-M-Home)
1534753214.187639 new key \033[2;2~: 0x1800010000052 (S-IC)
1534753214.187646 new key \033[2;3~: 0x1200010000052 (M-IC)
1534753214.187654 new key \033[2;4~: 0x1a00010000052 (M-S-IC)
1534753214.187665 new key \033[2;5~: 0x1400010000052 (C-IC)
1534753214.187672 new key \033[2;6~: 0x1c00010000052 (C-S-IC)
1534753214.187696 new key \033[2;7~: 0x1600010000052 (C-M-IC)
1534753214.187705 new key \033[1;2D: 0x180001000005b (S-Left)
1534753214.187725 new key \033[1;3D: 0x120001000005b (M-Left)
1534753214.187732 new key \033[1;4D: 0x1a0001000005b (M-S-Left)
1534753214.187739 new key \033[1;5D: 0x140001000005b (C-Left)
1534753214.187745 new key \033[1;6D: 0x1c0001000005b (C-S-Left)
1534753214.187752 new key \033[1;7D: 0x160001000005b (C-M-Left)
1534753214.187758 new key \033[6;2~: 0x1800010000056 (S-NPage)
1534753214.187765 new key \033[6;3~: 0x1200010000056 (M-NPage)
1534753214.187771 new key \033[6;4~: 0x1a00010000056 (M-S-NPage)
1534753214.187778 new key \033[6;5~: 0x1400010000056 (C-NPage)
1534753214.187784 new key \033[6;6~: 0x1c00010000056 (C-S-NPage)
1534753214.187791 new key \033[6;7~: 0x1600010000056 (C-M-NPage)
1534753214.187797 new key \033[5;2~: 0x1800010000057 (S-PPage)
1534753214.187804 new key \033[5;3~: 0x1200010000057 (M-PPage)
1534753214.187810 new key \033[5;4~: 0x1a00010000057 (M-S-PPage)
1534753214.187817 new key \033[5;5~: 0x1400010000057 (C-PPage)
1534753214.187823 new key \033[5;6~: 0x1c00010000057 (C-S-PPage)
1534753214.187830 new key \033[5;7~: 0x1600010000057 (C-M-PPage)
1534753214.187837 new key \033[1;2C: 0x180001000005c (S-Right)
1534753214.187843 new key \033[1;3C: 0x120001000005c (M-Right)
1534753214.187850 new key \033[1;4C: 0x1a0001000005c (M-S-Right)
1534753214.187856 new key \033[1;5C: 0x140001000005c (C-Right)
1534753214.187863 new key \033[1;6C: 0x1c0001000005c (C-S-Right)
1534753214.187869 new key \033[1;7C: 0x160001000005c (C-M-Right)
1534753214.187876 new key \033[1;2A: 0x1800010000059 (S-Up)
1534753214.187882 replacing key \033[1;2A: 0x1800010000059 (S-Up)
1534753214.187889 new key \033[1;3A: 0x1200010000059 (M-Up)
1534753214.187909 new key \033[1;4A: 0x1a00010000059 (M-S-Up)
1534753214.187915 new key \033[1;5A: 0x1400010000059 (C-Up)
1534753214.187922 new key \033[1;6A: 0x1c00010000059 (C-S-Up)
1534753214.187929 new key \033[1;7A: 0x1600010000059 (C-M-Up)
1534753214.187955 new session 0 $0
1534753214.187963 session 0 activity 1534753214.187962 (last 0.000000)
1534753214.187995 @0 alerts timer reset 0
1534753214.188003 @0 alerts flags added 0x2
1534753214.188034 window_add_pane: @0 at start
1534753214.188049 spawn: /bin/bash -- 
1534753214.188057 spawn: Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.KwcQto41IO/Render
1534753214.188063 spawn: GOPATH=/Users/boomfaya/go
1534753214.188070 spawn: HOME=/Users/boomfaya
1534753214.188076 spawn: LANG=fr_FR.UTF-8
1534753214.188082 spawn: LOGNAME=boomfaya
1534753214.188088 spawn: OLDPWD=/Users/boomfaya/go/src/github.com/hello-operator
1534753214.188095 spawn: PATH=/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/go/bin:/Users/boomfaya/go/bin:/usr/local/opt/go/libexec/bin
1534753214.188102 spawn: PWD=/Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.188108 spawn: SHELL=/bin/bash
1534753214.188114 spawn: SHLVL=1
1534753214.188121 spawn: SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.xCPHqxhbIF/Listeners
1534753214.188127 spawn: TERM=screen
1534753214.188133 spawn: TERM_PROGRAM=Apple_Terminal
1534753214.188139 spawn: TERM_PROGRAM_VERSION=404
1534753214.188145 spawn: TERM_SESSION_ID=61C5D989-F254-48DA-9F65-A63D33E0629A
1534753214.188152 spawn: TMPDIR=/var/folders/bd/s4sljn7971v1crx8w_ng5dw80000gn/T/
1534753214.188158 spawn: TMUX=/private/tmp/tmux-501/default,53732,0
1534753214.188164 spawn: USER=boomfaya
1534753214.188170 spawn: XPC_FLAGS=0x0
1534753214.188177 spawn: XPC_SERVICE_NAME=0
1534753214.188183 spawn: _=/usr/local/bin/tmux
1534753214.188615 window_add_ref: @0 notify_add, now 1
1534753214.188650 window_add_ref: @0 winlink_set_window, now 2
1534753214.188664 cmd_find_from_session_window: s=$0
1534753214.188671 cmd_find_from_session_window: wl=0 1 w=@0 bash
1534753214.188678 cmd_find_from_session_window: wp=%0
1534753214.188684 cmd_find_from_session_window: idx=0
1534753214.188691 session_add_ref: 0 notify_add, now 2
1534753214.188698 window_add_ref: @0 notify_add, now 3
1534753214.188704 session_add_ref: 0 notify_add, now 3
1534753214.188713 @0 alerts timer reset 0
1534753214.188740 @0 alerts flags added 0x2
1534753214.188752 cmd_find_from_session: s=$0
1534753214.188759 cmd_find_from_session: wl=0 1 w=@0 bash
1534753214.188797 cmd_find_from_session: wp=%0
1534753214.188806 cmd_find_from_session: idx=none
1534753214.188812 session_add_ref: 0 notify_add, now 4
1534753214.188819 session_add_ref: 0 notify_add, now 5
1534753214.188826 session 0 created
1534753214.188844 cmd_find_from_session: s=$0
1534753214.188852 cmd_find_from_session: wl=0 1 w=@0 bash
1534753214.188858 cmd_find_from_session: wp=%0
1534753214.188864 cmd_find_from_session: idx=none
1534753214.188871 session_add_ref: 0 notify_add, now 6
1534753214.188877 session_add_ref: 0 notify_add, now 7
1534753214.188885 sending message 207 to peer 0x7f8a6b810a00 (0 bytes)
1534753214.188910 client 0x7f8a6b810000, status interval 15
1534753214.188919 cmd_find_from_session: s=$0
1534753214.188925 cmd_find_from_session: wl=0 1 w=@0 bash
1534753214.188932 cmd_find_from_session: wp=%0
1534753214.188938 cmd_find_from_session: idx=none
1534753214.188945 session_add_ref: 0 notify_add, now 8
1534753214.188953 session 0 activity 1534753214.188951 (last 1534753214.187962)
1534753214.189006 cmd_find_from_session: s=$0
1534753214.189015 cmd_find_from_session: wl=0 1 w=@0 bash
1534753214.189021 cmd_find_from_session: wp=%0
1534753214.189027 cmd_find_from_session: idx=none
1534753214.189033 cmd_find_from_session: s=$0
1534753214.189040 cmd_find_from_session: wl=0 1 w=@0 bash
1534753214.189047 cmd_find_from_session: wp=%0
1534753214.189053 cmd_find_from_session: idx=none
1534753214.189076 unref client 0x7f8a6b810000 (4 references)
1534753214.189094 cmdq_next <0x7f8a6b810000>: callback[server_client_command_done] (1), flags 0
1534753214.189107 unref client 0x7f8a6b810000 (3 references)
1534753214.189114 cmdq_next <0x7f8a6b810000>: exit (empty)
1534753214.189121 cmdq_next <global>: enter
1534753214.189127 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753214.189134 notify_callback: window-pane-changed
1534753214.189144 cmd_find_from_nothing: s=$0
1534753214.189154 cmd_find_from_nothing: wl=0 1 w=@0 bash
1534753214.189163 cmd_find_from_nothing: wp=%0
1534753214.189169 cmd_find_from_nothing: idx=0
1534753214.189176 window_remove_ref: @0 notify_callback, now 2
1534753214.189184 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753214.189190 notify_callback: window-linked
1534753214.189197 session_remove_ref: 0 notify_callback, now 7
1534753214.189203 window_remove_ref: @0 notify_callback, now 1
1534753214.189210 session_remove_ref: 0 notify_callback, now 6
1534753214.189217 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753214.189223 notify_callback: session-window-changed
1534753214.189247 session_remove_ref: 0 notify_callback, now 5
1534753214.189255 session_remove_ref: 0 notify_callback, now 4
1534753214.189262 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753214.189268 notify_callback: session-created
